18154,16641,-603,9621,-683,13403,659,8403,-4901,-5525,17003,-11345,1227,87,32767,4533,-10853,-1187,-5015,-8227,-14347,-9573,-12357,-3275,-8747,-245,-517,111,3413,4011,6871,10843,1323,8663,1751,1207,1397,3885,-75,3637,-3403,2181,-4611,3179,725,3489,10707,1171,-1245,18689,1685,11979,-7883,12947,5477,17675,19345,17387,19969,9659,16469,12731,-5589,23211
10326,8821,1739,2979,4439,7135,6739,3755,3029,-43,29053,-2115,11243,12099,32767,8395,-4677,6301,3413,-1755,-7557,-4129,-3913,-1011,-1683,-107,-87,-535,-1301,-503,4523,7365,489,5843,1067,405,1835,2377,693,1747,-1979,1099,-2763,1973,1397,2135,11275,485,-5705,11413,-3093,4613,-8901,5389,-373,11251,11099,11245,13675,4821,7715,3695,849,17697
1396,-549,3849,-4795,9003,-69,12545,-1903,11797,5865,32767,7507,21933,24203,31123,10965,2677,13419,13121,5577,459,2165,5765,1481,5953,107,417,-1111,-5909,-4947,1345,2825,-599,2125,-85,-513,1547,357,911,-759,-789,-275,-939,53,1355,155,9963,-685,-9609,2587,-7595,-3573,-9297,-2729,-6613,3179,1861,3349,5723,-1125,-1953,-6237,9417,10773
-8012,-10923,5301,-12105,11915,-6849,16469,-7049,19619,11093,32767,16593,32767,32767,25129,11989,10349,18793,23253,12811,8465,8449,15733,3989,12997,683,1247,-1405,-8951,-7723,-2515,-2651,-1827,-2305,-1455,-1471,791,-1759,757,-3429,405,-1623,987,-2007,913,-1937,7081,-2005,-12771,-7427,-11307,-12207,-8675,-10825,-11985,-6101,-8085,-6101,-3435,-7495,-12245,-16869,19153,2185
-16812,-21771,6357,-17605,13651,-11667,18345,-10677,24235,15049,32767,22999,32767,28381,17181,11749,17219,21975,28113,18697,15365,13835,24979,6163,18281,1441,2187,-1443,-10395,-8913,-5921,-7627,-2761,-6053,-2387,-2181,197,-3285,747,-5395,1787,-2597,3091,-3291,651,-3307,3565,-2613,-13973,-17803,-13205,-19339,-6613,-16393,-15173,-14867,-17413,-15875,-13001,-12651,-22785,-27155,29345,-7615
-21396,-31147,6501,-20533,13413,-14145,17029,-12695,24137,16593,23563,24939,32767,18371,7309,9749,21595,22283,24009,21291,19419,16707,30741,7299,20587,2101,2897,-1199,-10421,-8805,-8131,-10771,-2907,-8373,-2411,-2421,309,-3947,1365,-6377,3565,-2927,5323,-3675,951,-3861,211,-2441,-12965,-26549,-13107,-23701,-3325,-18795,-16131,-19985,-22345,-23445,-21059,-15751,-26761,-26177,32767,-17909
-21966,-29481,5931,-21269,11305,-14881,13101,-13313,21121,16277,11909,24235,26923,14929,-3437,6491,23435,19991,21787,21227,20801,17409,31009,7563,20709,2503,3243,-863,-9323,-7659,-9197,-12087,-2641,-9379,-2085,-2323,405,-3989,1687,-6613,4501,-2839,6585,-3561,1109,-3893,-2981,-1967,-10223,-28331,-11351,-23489,379,-18795,-15115,-21643,-23011,-25729,-22627,-16723,-22785,-22741,32767,-26625
-20230,-24763,4553,-19851,7535,-13773,7765,-12177,16491,13931,41,20853,19317,10539,-14481,2001,21609,14869,18243,18385,19157,15369,26101,6583,17749,2431,3027,-405,-6837,-5285,-9067,-11887,-1979,-9121,-1365,-1885,577,-3365,1919,-6059,4999,-2347,7317,-2917,1157,-3397,-5259,-1169,-6507,-26121,-8491,-20651,3947,-17057,-12683,-21035,-21477,-24837,-21121,-15915,-19819,-20177,32767,-28949
-15654,-17665,2239,-16101,2393,-10661,1237,-9355,9479,9621,-11995,15195,8981,2491,-25347,-2941,16649,7893,12401,13729,15083,11317,19107,4695,12891,2057,2517,187,-3563,-2155,-8107,-10475,-1179,-7829,-619,-1285,355,-2341,1611,-4973,4585,-1643,6817,-2083,731,-2613,-6993,-421,-1911,-21157,-4481,-16087,6839,-12937,-8299,-17313,-16821,-20117,-16949,-12843,-14097,-14033,22895,-26323
-9478,-8725,-331,-10953,-2851,-6181,-5193,-5499,1315,4241,-23741,8101,-2369,-7383,-26077,-6955,9955,189,4397,7563,9111,5877,10437,2235,6361,1529,1765,715,337,1443,-6101,-7509,-325,-5291,149,-485,-1,-915,929,-3329,3367,-661,5251,-917,79,-1441,-7851,347,2793,-13707,137,-9867,8405,-7297,-3019,-11601,-10213,-13057,-10837,-8407,-6033,-5541,12263,-20265
-2026,1449,-2763,-4573,-7529,-443,-10241,-731,-7181,-1941,-29697,-443,-14043,-18361,-19861,-9897,2203,-7659,-5077,149,1605,-657,429,-623,-1451,949,877,1213,4523,5295,-3493,-3669,597,-2085,907,401,-325,713,165,-1325,1685,425,3099,379,-529,-17,-7725,1083,6867,-4869,4609,-2667,8809,-725,2607,-4355,-2281,-4395,-3239,-3233,3285,4275,1345,-12453
6400,12161,-4885,2495,-11219,5909,-13393,4427,-14033,-8053,-19819,-9963,-25525,-29761,-16811,-11715,-6037,-14081,-15265,-7765,-6765,-7509,-10273,-3345,-9475,257,-95,1519,8119,8605,-395,841,1535,1613,1723,1333,-419,2459,-421,915,-133,1603,563,1861,-917,1589,-6245,1773,10155,4811,8597,5189,8159,6515,8227,4133,6757,5137,5605,2485,13395,15067,-9729,-3565
14932,22721,-6725,9061,-13931,11729,-15489,8925,-18711,-12937,-9947,-19557,-27499,-31445,-10985,-12379,-13291,-17811,-24943,-14483,-14737,-13237,-20305,-5443,-15915,-445,-971,1621,10537,10923,2963,5549,2197,5311,2307,2027,-437,3947,-1003,2987,-1931,2571,-2121,3029,-1243,3023,-3885,2093,11723,14635,11147,12755,6187,13141,12489,12555,15889,14123,14881,7771,23917,26385,-20843,5865
22416,30161,-7425,14165,-14597,16401,-15447,12053,-20557,-15371,-8971,-26497,-20817,-31427,-2565,-11083,-17665,-18769,-22409,-18133,-20245,-16531,-26475,-6657,-19307,-763,-1425,1605,11691,12099,5761,9611,2475,8299,2455,2347,-523,4797,-1589,4501,-3525,3093,-4453,3631,-1547,3905,-943,2101,11639,22851,12145,19073,3251,18475,15037,19243,23561,20331,22917,11871,32657,29505,-30529,15451
26688,28907,-6749,16897,-13075,19317,-13313,13481,-19387,-15383,-6537,-27247,-17899,-28521,7461,-8143,-19543,-17171,-18269,-18961,-22677,-17601,-27191,-6985,-20133,-923,-1579,1417,11563,11997,7569,12213,2459,10129,2473,2381,-245,5253,-1707,5227,-4435,3307,-5751,4011,-1349,4405,2561,2039,10023,26369,11523,22529,-133,21547,15499,22891,27961,23209,26589,14203,30349,26221,-25045,24501
27066,26147,-5249,17109,-10037,19895,-9635,13333,-16165,-13601,-1745,-24457,-13499,-20097,18289,-4125,-18763,-13265,-15711,-17161,-22273,-16555,-23499,-6389,-18101,-791,-1407,1089,9873,10375,8331,13329,2267,10775,2337,2185,257,5257,-1463,5259,-4725,3217,-6251,4023,-891,4475,5995,1787,6999,26039,9175,21253,-3539,21251,13691,23809,28251,23599,26587,14677,26789,23409,-15507,28087
23184,21537,-2561,13757,-4797,17115,-4037,11103,-10251,-9323,8085,-17707,-5875,-9011,29407,1005,-14955,-6869,-10403,-12629,-18597,-13067,-17683,-4737,-13269,-437,-891,593,6741,7313,8027,12933,1833,10287,2005,1713,811,4681,-951,4645,-4427,2783,-5943,3631,-161,4097,8873,1443,2939,23169,5589,17081,-6189,17733,9843,21573,24667,21155,23893,12777,22149,18615,-8277,26285
16618,14979,151,8157,727,12075,2155,7435,-3045,-4107,19733,-9133,3413,2853,32767,5641,-9583,479,-3147,-6819,-12913,-8293,-10369,-2635,-7003,-181,-397,-47,2639,3317,6549,10539,1173,8243,1489,1029,1435,3547,-87,3223,-3285,1971,-4459,2765,735,3149,10473,907,-2005,17285,781,10461,-8005,11051,4229,16293,17665,16201,18763,8739,14593,10773,-4357,22167
8410,6707,2411,1125,5765,5431,8229,2443,5195,1595,31753,291,13653,14883,32767,9259,-3003,8043,5765,-37,-5701,-2549,-1455,-299,309,-91,53,-699,-2195,-1355,3973,6789,267,5203,685,203,1707,1899,589,1179,-1903,809,-2629,1365,1301,1619,10529,75,-6411,9557,-4029,2807,-8927,3269,-1803,9397,9067,9605,12013,3541,5539,1455,2699,16297
-744,-2965,4341,-6731,9873,-1811,13611,-3275,13891,7315,32767,9877,24481,26989,29701,11349,4523,14787,15661,7331,2399,3757,8389,2197,7819,161,557,-1243,-6613,-5579,587,1903,-917,1237,-509,-735,1365,-213,801,-1455,-651,-581,-725,-595,1205,-421,8813,-1131,-10155,341,-8395,-5605,-9051,-4949,-7957,933,-431,1211,3665,-2645,-4329,-8715,11631,8875
-10168,-13509,5679,-13733,12553,-8329,17141,-8107,21167,12363,32767,18595,32767,32767,23445,12115,12183,19645,25763,14443,10309,9949,18391,4715,14657,847,1471,-1481,-9259,-7983,-3311,-3669,-2133,-3219,-1771,-1675,587,-2275,661,-4011,597,-1897,1235,-2507,757,-2411,5719,-2261,-12949,-9861,-11749,-14037,-8155,-12619,-12853,-8469,-10453,-8461,-5685,-8893,-14757,-19479,21553,-85
-18358,-24389,6433,-18613,13835,-12507,18291,-11345,24609,15643,32293,23723,32767,25971,14899,11383,18433,22081,27269,19571,16597,14761,27027,6565,19117,1519,2309,-1429,-10437,-8907,-6517,-8341,-2853,-6689,-2453,-2271,213,-3601,873,-5765,2187,-2677,3499,-3499,741,-3529,2315,-2595,-13643,-20169,-13189,-20611,-5719,-17333,-15505,-16643,-19109,-18065,-15193,-13589,-25043,-28227,31761,-10145
-21718,-31319,6389,-21027,13033,-14583,16109,-13039,23467,16659,21003,24869,31573,16725,4737,8957,22165,21687,23259,21357,19921,17003,31451,7453,20763,2133,2901,-1141,-10155,-8503,-8425,-11009,-2883,-8661,-2385,-2415,289,-4083,1347,-6581,3691,-2935,5459,-3795,957,-4013,-1111,-2409,-12291,-27659,-12661,-24009,-2347,-19145,-16003,-20781,-22707,-24521,-22053,-16219,-25857,-25217,32767,-20315
-21716,-28561,5667,-21267,10645,-14955,11841,-13313,20197,15959,9285,23619,25557,14465,-6161,5499,23253,18773,21267,20737,20737,17157,30281,7493,20247,2475,3163,-765,-8795,-7145,-9223,-12033,-2523,-9385,-1951,-2253,395,-3947,1725,-6587,4565,-2779,6639,-3511,1093,-3883,-4031,-1779,-9217,-27921,-10485,-22827,1461,-18579,-14507,-21761,-22707,-25749,-22347,-16707,-21973,-22091,32767,-27905
-19284,-23317,3979,-19179,6315,-13275,6123,-11705,14889,13015,-2667,19497,17109,8875,-17237,757,20523,13013,17173,17313,18385,14549,24741,6273,16747,2277,2859,-267,-6129,-4609,-8901,-11585,-1797,-8885,-1133,-1775,565,-3211,1923,-5885,4959,-2245,7151,-2771,1131,-3281,-6063,-915,-5291,-25191,-7389,-19731,4901,-16337,-11699,-20555,-20533,-24085,-20385,-15447,-18837,-19185,30699,-28677
-14374,-15891,1579,-15157,1073,-9877,-545,-8713,7497,8405,-14673,13535,6413,341,-27649,-4113,15139,5841,10881,12315,13891,10165,17451,4207,11503,1877,2239,299,-2713,-1389,-7701,-9773,-1027,-7301,-337,-1093,341,-2069,1545,-4677,4311,-1453,6409,-1813,677,-2387,-7561,-77,-545,-19521,-3179,-14645,7461,-11709,-7023,-16259,-15305,-18721,-15701,-11971,-12425,-12315,20395,-25033
-7934,-6639,-987,-9719,-4075,-5121,-6709,-4611,-843,2833,-26181,6117,-5035,-9859,-24247,-7813,8213,-1941,2517,5867,7579,4475,8489,1627,4675,1339,1451,805,1275,2283,-5537,-6629,-123,-4613,437,-247,21,-587,867,-2933,3039,-427,4777,-587,43,-1093,-8149,725,4001,-11717,1357,-8181,8721,-5867,-1637,-10197,-8405,-11253,-9249,-7365,-4051,-3477,9643,-18499
-214,3691,-3371,-3113,-8555,909,-11277,417,-9173,-3509,-27979,-2769,-16735,-21013,-18921,-10547,277,-9673,-7201,-1803,-245,-2293,-1781,-1325,-3369,683,539,1259,5387,6059,-2763,-2679,801,-1297,1237,659,-247,1109,155,-877,1385,683,2577,789,-475,405,-7595,1467,7907,-2645,5659,-801,8833,921,4055,-2619,-187,-2323,-1323,-2027,5443,6563,-1333,-10387
8340,14437,-5403,3971,-12005,7211,-14175,5473,-15425,-9435,-17301,-12437,-27913,-31427,-15467,-12165,-7957,-15469,-17461,-9647,-8683,-9067,-12523,-3915,-11285,-39,-447,1517,8715,9139,429,1943,1685,2487,2009,1565,-305,2827,-417,1391,-495,1865,-51,2267,-853,2015,-5875,2095,10827,7189,9477,7141,7919,8203,9525,6005,9025,7301,7745,3699,15667,17537,-12437,-1347
16810,24805,-7149,10325,-14473,12811,-15963,9695,-19627,-13845,-9105,-21889,-25765,-31467,-9001,-12453,-14683,-18601,-25637,-15797,-16289,-14341,-22017,-5833,-17077,-629,-1173,1595,10779,11115,3655,6539,2277,6059,2507,2181,-297,4201,-949,3435,-2219,2731,-2653,3307,-1157,3373,-3317,2383,11941,16939,11691,14569,5725,14661,13467,14263,18013,15947,16971,8841,26241,28651,-23509,8131
23754,30485,-7435,14961,-14521,17193,-15377,12459,-20651,-15603,-8747,-27357,-19749,-31275,-125,-10699,-18411,-18891,-21155,-18645,-20965,-16965,-26881,-6805,-19735,-849,-1489,1547,11603,11969,6275,10241,2459,8769,2615,2409,-335,4939,-1467,4757,-3753,3157,-4769,3849,-1371,4137,-243,2285,11463,24309,12251,20421,2597,19563,15489,20289,25089,21291,24245,12523,32767,28705,-30409,17749
26948,28139,-6549,16977,-12629,19489,-12891,13443,-18949,-15199,-5699,-27009,-16815,-26949,10149,-7549,-19669,-16677,-17853,-18849,-22721,-17541,-26627,-6929,-19951,-951,-1611,1323,11115,11493,7819,12501,2469,10325,2667,2423,65,5353,-1429,5355,-4403,3349,-5807,4203,-1013,4585,3373,2251,9451,26667,11125,22747,-885,21825,15339,23219,28471,23499,26805,14345,29379,25411,-22827,26309
26290,25233,-4759,16393,-9065,19253,-8727,12801,-15031,-12769,419,-23169,-11603,-17603,21075,-3193,-17955,-12041,-14621,-16229,-21349,-15777,-22249,-6027,-17045,-763,-1355,939,8937,9377,8301,13109,2217,10613,2491,2107,597,5197,-1099,5207,-4565,3149,-6107,4133,-419,4541,6761,1981,6057,25681,8491,20565,-4139,20853,13071,23475,27909,23285,26195,14295,25985,22571,-13245,27923
21674,20129,-2011,12391,-3691,15873,-2921,10165,-8789,-8245,10859,-15915,-3511,-6259,32129,1899,-13789,-5459,-8867,-11439,-17193,-11961,-16213,-4269,-11945,-421,-833,435,5587,6075,7727,12233,1717,9781,2155,1617,1199,4501,-469,4403,-4013,2643,-5429,3677,373,4043,9405,1589,1621,21909,4489,15635,-6657,16405,8599,20309,23211,20005,22747,11743,20547,16897,-7413,25517
14730,13125,599,6447,1781,10391,3259,6165,-1357,-2899,22699,-7125,6005,5667,32767,6293,-8137,1993,-1205,-5393,-11103,-6929,-8491,-2115,-5339,-209,-351,-213,1259,1917,5901,9445,991,7443,1557,875,1781,3247,367,2827,-2701,1707,-3775,2729,1189,2977,10709,1003,-3269,15595,-321,8789,-8243,9435,2901,14699,15787,14699,17315,7441,12587,8659,-2849,20929
6274,4473,2837,-907,6661,3501,9259,887,7045,2921,32767,2411,16419,17729,32767,9651,-1259,9513,8019,1641,-3531,-981,745,341,2211,-95,107,-853,-3679,-2795,3153,5417,33,4169,685,11,1899,1531,977,649,-1301,513,-1813,1197,1577,1345,10413,107,-7509,7523,-5067,939,-8971,1517,-3253,7379,6997,7659,10157,2059,3317,-877,4683,14699
-3052,-5521,4629,-8747,10403,-3753,14217,-4779,15541,8571,32767,11977,27273,29741,28419,11285,6401,15863,18069,9035,4617,5333,10671,2793,9565,219,677,-1355,-7635,-6547,-443,297,-1173,-19,-597,-965,1417,-677,1013,-2059,-65,-907,149,-843,1323,-763,8343,-1143,-11245,-1995,-9323,-7691,-8915,-6805,-9397,-1451,-2709,-1157,1467,-4353,-6699,-11239,13909,6913
-12374,-16213,5813,-15137,12821,-9589,17269,-9025,22123,13203,32767,20041,32767,32767,21891,11893,13829,20117,27601,15825,12165,11285,20491,5185,15917,983,1645,-1455,-9765,-8449,-4277,-5275,-2287,-4395,-1819,-1835,715,-2603,897,-4459,1239,-2117,2155,-2613,919,-2571,5123,-2123,-13521,-12363,-12229,-15787,-7587,-13867,-13699,-10775,-12693,-10961,-7989,-10283,-17217,-22081,23943,-2395
-19510,-26955,6523,-19339,13793,-13121,17827,-11795,24579,16073,29649,24171,32767,23523,12997,10863,19627,22059,26179,20265,17921,15637,28459,6901,19819,1737,2517,-1353,-10643,-9067,-7135,-9355,-2839,-7369,-2259,-2313,427,-3627,1155,-5905,2885,-2747,4369,-3333,987,-3451,1813,-2219,-13587,-22337,-13099,-21547,-4885,-17677,-15701,-17899,-20211,-20011,-17253,-14345,-26625,-28323,32767,-12523
-21802,-31001,6341,-21249,12547,-14827,15085,-13227,22785,16681,18221,24739,29995,15659,2697,8101,22857,21093,22721,21461,20641,17419,31765,7657,21033,2309,3049,-1061,-10149,-8467,-8683,-11541,-2705,-8995,-2001,-2351,629,-3945,1739,-6443,4299,-2857,6229,-3435,1315,-3733,-1403,-1837,-11741,-27995,-12235,-24031,-1365,-18985,-15735,-21179,-22715,-25089,-22433,-16519,-24875,-24259,32767,-22309
-21506,-27649,5483,-21075,9809,-14853,10473,-13147,19227,15587,6453,22955,23987,13541,-8213,4405,23275,17589,20481,20131,20757,16947,29205,7407,19753,2477,3157,-645,-8481,-6835,-9225,-12233,-2235,-9459,-1445,-2085,785,-3635,2101,-6251,5099,-2561,7317,-2987,1461,-3447,-4077,-1099,-8457,-27411,-9881,-22229,2395,-18021,-13925,-21705,-22339,-25605,-22037,-16605,-21393,-21643,32767,-28379
-18236,-21653,3503,-18373,5047,-12637,4403,-11061,13237,12051,-5541,18229,14763,6933,-19273,-557,19721,11347,15761,16213,17787,13789,23041,5911,15749,2213,2763,-149,-5559,-4075,-8705,-11541,-1489,-8773,-643,-1541,885,-2813,2219,-5449,5355,-1961,7657,-2219,1391,-2771,-6005,-277,-4405,-24149,-6533,-18757,5679,-15223,-10705,-19747,-19493,-23045,-19477,-14787,-17645,-17781,28247,-28233
-12886,-13697,1045,-13957,-229,-8885,-2251,-7761,5537,7147,-17517,11883,3819,-2091,-28245,-5185,13817,3921,8875,10843,12773,9019,15253,3675,10011,1719,2101,405,-1961,-699,-7255,-9387,-675,-6805,91,-805,501,-1609,1643,-4059,4459,-1109,6611,-1207,749,-1771,-7377,459,437,-17781,-2095,-13267,7933,-10261,-5765,-14949,-13747,-17099,-14251,-10963,-10577,-10275,17879,-23683
-6060,-4051,-1545,-8149,-5269,-3793,-8107,-3439,-2919,1345,-28681,4043,-7753,-12611,-22785,-8621,6571,-3989,65,4043,6033,3025,5907,983,2825,1195,1293,937,2133,3105,-4911,-5983,255,-3957,875,51,149,-33,915,-2223,3061,-69,4779,53,83,-459,-7659,1215,4917,-9573,2473,-6453,8925,-4101,-147,-8449,-6451,-9105,-7351,-6059,-1795,-1025,7101,-16675
1940,6465,-3829,-1339,-9453,2421,-12115,1707,-10843,-4959,-25699,-5065,-19457,-23913,-18603,-11011,-1579,-11371,-9835,-3755,-2003,-3817,-4533,-1907,-5221,565,357,1363,6071,6761,-2021,-1813,1153,-467,1609,929,-149,1681,165,-107,1237,1059,2421,1399,-459,1043,-6859,1813,8661,-235,6657,1099,8799,2833,5499,-551,2059,59,891,-565,7953,9323,-3895,-8213
10452,17185,-5765,5483,-12707,8475,-14803,6485,-16555,-10453,-14645,-14667,-29379,-31411,-14551,-12371,-9555,-16349,-20107,-11231,-10295,-10259,-15063,-4305,-12621,-149,-567,1569,9095,9557,1271,2899,1973,3361,2283,1787,-229,3371,-443,2157,-677,2185,-259,2751,-821,2595,-4901,2265,11077,9621,9995,8923,7427,9909,10517,8081,11269,9557,10053,5013,18309,20433,-14999,1013
18514,26869,-7253,11395,-14633,13731,-16085,10377,-20075,-14301,-8971,-23493,-23947,-31491,-7499,-12215,-15451,-18849,-25235,-16563,-17271,-14901,-23509,-6059,-17701,-661,-1237,1619,10923,11323,4373,7279,2437,6705,2671,2283,-235,4541,-957,4011,-2309,2899,-2775,3651,-1077,3765,-2187,2415,11809,18901,11721,15835,5003,15893,13893,15791,19767,17409,18961,9769,28847,30483,-25963,10547
24736,30291,-7333,15533,-14289,17759,-15059,12747,-20491,-15625,-8229,-27521,-19285,-30885,1741,-10121,-18697,-18593,-19941,-18853,-21289,-17067,-27299,-6839,-19787,-849,-1519,1517,11497,11905,6725,10607,2517,9109,2699,2443,-209,5173,-1417,5077,-3675,3255,-4683,4097,-1233,4373,953,2309,11029,24979,11937,21037,1771,20307,15515,21093,26025,21943,25173,13057,32331,27971,-29249,20033
27090,27593,-6187,16987,-11963,19573,-12139,13461,-18257,-14765,-4817,-26369,-16083,-25089,12193,-6677,-19457,-15925,-17365,-18501,-22487,-17195,-25975,-6785,-19475,-823,-1525,1281,10731,11157,8037,12561,2507,10453,2651,2377,149,5467,-1361,5495,-4319,3357,-5643,4325,-917,4693,4459,2135,8663,26501,10433,22357,-1751,21793,14791,23361,28499,23579,26837,14445,28437,24725,-20635,27347
25540,24277,-4105,15531,-7813,18545,-7465,12305,-13635,-11683,2643,-21547,-9957,-14987,23243,-1973,-17085,-10693,-13481,-15191,-20315,-14827,-21035,-5579,-15829,-585,-1143,843,8235,8747,8297,12917,2219,10517,2395,2067,661,5195,-1019,5237,-4357,3109,-5793,4139,-349,4543,7669,1841,5185,25089,7531,19665,-4771,20117,12165,23011,27137,22831,25685,13953,25067,21653,-11297,27425
20266,18721,-1313,11035,-2287,14635,-1473,9365,-7023,-6871,13589,-13795,-1451,-3437,32767,3035,-12545,-3777,-7235,-10091,-15681,-10717,-14629,-3691,-10293,-293,-617,299,4683,5253,7491,11637,1627,9321,1963,1483,1235,4343,-329,4245,-3625,2453,-4873,3493,431,3875,9909,1349,437,20533,3157,14033,-7147,14755,7169,19073,21525,18921,21611,10833,18817,15125,-6723,24609
