-12546,-13835,1153,-13365,165,-8337,-1707,-7357,5971,7147,-17385,12021,3915,-2197,-28391,-4819,13205,4061,8963,10947,12097,8785,15403,3573,9601,1783,2197,419,-1451,-209,-7059,-8811,-815,-6417,-213,-917,133,-1675,1257,-4191,3887,-1195,5855,-1613,341,-2067,-7877,-95,665,-17729,-1899,-13181,7829,-10027,-5319,-14299,-13569,-16559,-14147,-10475,-10307,-10091,17961,-23441
-5724,-4267,-1425,-7633,-4859,-3243,-7519,-3019,-2435,1363,-28561,4225,-7635,-12631,-22339,-8213,6049,-3713,213,4149,5387,2789,6105,893,2399,1269,1361,951,2613,3543,-4709,-5441,83,-3563,577,-43,-201,-161,533,-2397,2491,-187,4015,-365,-323,-801,-8251,603,5077,-9621,2573,-6493,8709,-3931,91,-7877,-6363,-8707,-7331,-5739,-1613,-987,7147,-16523
2320,6251,-3729,-779,-9149,2965,-11585,2095,-10421,-4975,-25829,-4907,-19323,-23945,-18755,-10661,-2057,-11089,-9695,-3677,-2667,-4097,-4385,-1989,-5717,581,401,1365,6511,7145,-1853,-1327,971,-137,1309,859,-409,1525,-181,-299,687,917,1607,1013,-815,687,-7435,1333,8837,-343,6817,1035,8633,3051,5769,-1,2165,395,907,-235,8069,9297,-3877,-8159
10900,16969,-5707,6163,-12381,9121,-14281,6981,-16219,-10551,-14773,-14571,-29369,-31407,-14697,-11995,-10069,-16169,-20009,-11307,-11025,-10647,-15029,-4491,-13269,-181,-597,1559,9545,9915,1425,3371,1801,3675,2027,1701,-421,3211,-727,1907,-1157,2051,-1025,2429,-1161,2281,-5451,1931,11265,9525,10219,8927,7309,10197,10827,8623,11435,9859,10069,5339,18433,20405,-14993,981
19216,26899,-7243,12261,-14379,14539,-15509,10961,-19785,-14509,-8869,-23659,-23977,-31489,-7461,-11793,-16085,-18661,-25163,-16805,-18147,-15397,-23767,-6253,-18433,-721,-1301,1621,11429,11765,4491,7821,2283,7057,2431,2257,-407,4403,-1237,3797,-2769,2823,-3443,3381,-1397,3509,-2647,2139,12011,18977,12011,16033,4859,16349,14263,16491,20139,17803,19083,10203,28949,30421,-25947,10505
25730,30499,-7255,16491,-13911,18635,-14421,13407,-20165,-15825,-8211,-27861,-19265,-30933,1931,-9569,-19329,-18325,-19931,-19091,-22273,-17583,-27541,-7049,-20561,-915,-1601,1525,11957,12373,6869,11197,2405,9451,2437,2389,-425,5035,-1723,4899,-4203,3183,-5419,3829,-1557,4161,661,2057,11195,25259,12193,21397,1609,20875,15919,21893,26581,22417,25483,13619,32213,27945,-29253,20013
27970,27369,-6139,17987,-11595,20443,-11491,14099,-18003,-15009,-4779,-26641,-16161,-25163,12511,-6123,-19947,-15573,-17353,-18603,-23445,-17747,-25897,-6967,-20179,-955,-1631,1281,11153,11587,8197,13161,2389,10819,2439,2333,43,5317,-1605,5341,-4833,3285,-6379,4097,-1143,4501,4463,1973,8841,26725,10773,22563,-1873,22389,15279,24203,29077,24011,27089,15069,28393,24661,-20643,27573
26066,24129,-4055,16583,-7469,19493,-6827,12951,-13413,-11887,2597,-21793,-10059,-15061,23643,-1387,-17333,-10283,-13377,-15195,-21269,-15361,-20841,-5795,-16523,-693,-1281,849,8629,9121,8407,13481,2037,10853,2219,2003,627,5039,-1187,5035,-4809,2987,-6517,3913,-443,4375,7867,1753,5285,25177,7883,19605,-4873,20689,12629,23825,27521,23169,25795,14555,24933,21547,-11253,27539
20586,18519,-1267,11941,-1911,15531,-805,9973,-6805,-7061,13525,-13995,-1493,-3497,32767,3625,-12661,-3373,-7083,-10075,-16565,-11217,-14401,-3905,-10999,-341,-747,279,4997,5579,7615,12201,1461,9643,1845,1429,1317,4203,-429,4021,-4025,2357,-5539,3309,467,3717,10389,1361,549,20629,3491,13995,-7255,15273,7637,19771,21827,19219,21637,11343,18731,15125,-6637,24577
13098,11075,1283,5527,3403,9583,5337,5611,875,-1591,25493,-4933,8329,8491,32767,7763,-6737,4197,1035,-3797,-10113,-5977,-6323,-1687,-4187,-171,-265,-379,477,1235,5509,9043,701,7051,1253,619,1919,2795,471,2287,-2633,1419,-3717,2277,1301,2549,11537,837,-4151,13867,-1317,6859,-8469,7925,1909,13749,13907,13541,15781,6675,10325,6469,-1189,19521
